-75.000000,43.301270
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
L,60
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
L,60
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
L,60
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
L,60
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
L,60
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
L,60
F,16.666666
L,60
F,16.666666
R,120
F,16.666666
L,60
F,16.666666
R,120
