F,25
L,120
F,25
L,120
F,25
L,120
F,25
F,25
L,120
F,25
L,120
F,25
L,120
B,25
L,60
F,25
R,60
F,25
L,120
F,25
L,120
F,25
L,120
L,60
B,25
R,60
F,50
F,25
L,120
F,25
L,120
F,25
L,120
F,25
F,25
L,120
F,25
L,120
F,25
L,120
B,25
L,60
F,25
R,60
F,25
L,120
F,25
L,120
F,25
L,120
L,60
B,25
R,60
B,50
L,60
F,50
R,60
F,25
L,120
F,25
L,120
F,25
L,120
F,25
F,25
L,120
F,25
L,120
F,25
L,120
B,25
L,60
F,25
R,60
F,25
L,120
F,25
L,120
F,25
L,120
L,60
B,25
R,60
L,60
B,50
R,60
F,100
F,25
L,120
F,25
L,120
F,25
L,120
F,25
F,25
L,120
F,25
L,120
F,25
L,120
B,25
L,60
F,25
R,60
F,25
L,120
F,25
L,120
F,25
L,120
L,60
B,25
R,60
F,50
F,25
L,120
F,25
L,120
F,25
L,120
F,25
F,25
L,120
F,25
L,120
F,25
L,120
B,25
L,60
F,25
R,60
F,25
L,120
F,25
L,120
F,25
L,120
L,60
B,25
R,60
B,50
L,60
F,50
R,60
F,25
L,120
F,25
L,120
F,25
L,120
F,25
F,25
L,120
F,25
L,120
F,25
L,120
B,25
L,60
F,25
R,60
F,25
L,120
F,25
L,120
F,25
L,120
L,60
B,25
R,60
L,60
B,50
R,60
B,100
L,60
F,100
R,60
F,25
L,120
F,25
L,120
F,25
L,120
F,25
F,25
L,120
F,25
L,120
F,25
L,120
B,25
L,60
F,25
R,60
F,25
L,120
F,25
L,120
F,25
L,120
L,60
B,25
R,60
F,50
F,25
L,120
F,25
L,120
F,25
L,120
F,25
F,25
L,120
F,25
L,120
F,25
L,120
B,25
L,60
F,25
R,60
F,25
L,120
F,25
L,120
F,25
L,120
L,60
B,25
R,60
B,50
L,60
F,50
R,60
F,25
L,120
F,25
L,120
F,25
L,120
F,25
F,25
L,120
F,25
L,120
F,25
L,120
B,25
L,60
F,25
R,60
F,25
L,120
F,25
L,120
F,25
L,120
L,60
B,25
R,60
L,60
B,50
R,60
L,60
B,100
R,60
