U,100
R,90
R,-90
R,90
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
L,-90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
L,-90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
R,-90
F,12
L,90
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
F,12
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
L,90
F,12
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
L,-90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
L,-90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
R,-90
R,90
F,12
L,-90
R,-90
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
F,12
L,-90
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
L,-90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
L,-90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
R,-90
F,12
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
L,-90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
L,-90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
R,-90
L,-90
F,12
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
R,-90
F,12
R,-90
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
F,12
L,-90
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
L,-90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
L,-90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
R,-90
F,12
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
L,-90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
L,-90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
R,-90
L,-90
F,12
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
R,-90
L,-90
F,12
R,90
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
L,-90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
L,-90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
R,-90
F,12
L,90
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
F,12
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
L,90
F,12
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
L,-90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
L,-90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
R,-90
R,90
R,-90
F,12
L,90
R,90
R,-90
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
F,12
L,-90
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
L,-90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
L,-90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
R,-90
F,12
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
L,-90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
L,-90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
R,-90
L,-90
F,12
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
R,-90
F,12
L,90
R,90
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
L,-90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
L,-90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
R,-90
F,12
L,90
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
F,12
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
L,90
F,12
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
L,-90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
L,-90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
R,-90
R,90
F,12
R,90
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
L,-90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
L,-90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
R,-90
F,12
L,90
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
F,12
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
L,90
F,12
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
L,-90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
L,-90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
R,-90
R,90
L,90
F,12
R,-90
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
F,12
L,-90
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
L,-90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
L,-90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
R,-90
F,12
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
L,-90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
L,-90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
R,-90
L,-90
F,12
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
R,-90
R,90
F,12
R,90
R,-90
R,90
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
F,12
L,90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
R,90
F,12
L,90
F,12
L,90
F,12
R,90
L,90
F,12
R,-90
F,12
L,-90
F,12
L,-90
F,12
R,-90
R,90
F,12
L,-90
R,-90
R,90
F,12
L,90
F,12
L,90
F,12
R,90
F,12
